数值,数量
0.03936334,1
0.039364427,1
0.039364576,1
0.03936461,1
0.039366003,1
0.039366078,1
0.03936645,1
0.03936649,1
0.039366752,1
0.039367016,1
0.039367054,1
0.03936717,3
0.039367203,1
0.039367467,1
0.03936769,1
0.039367728,2
0.03936803,1
0.039368365,1
0.039368443,1
0.039368555,1
0.039368745,1
0.039369043,1
0.039369117,2
0.03936923,1
0.039369304,1
0.03936938,1
0.039369415,1
0.039369453,1
0.039369833,1
0.039370205,1
0.03937039,1
0.03937047,1
0.039370507,1
0.039370656,1
0.039371595,1
0.039371636,1
0.03937242,1
0.03937246,1
0.039372496,1
0.039372835,1
0.039373923,1
0.039373964,1
0.039374035,2
0.039374072,1
0.03937422,1
0.039374262,2
0.03937464,1
0.039374974,1
0.03937501,1
0.039375387,1
0.03937565,1
0.039376214,1
0.03937629,1
0.039376516,1
0.039376963,1
0.039377,1
0.039377265,1
0.039377566,1
0.039377604,1
0.03937772,1
0.03937805,1
0.039378203,1
0.03937824,1
0.039378356,1
0.03937858,1
0.03937888,1
0.039379254,1
0.039379407,1
0.039379556,1
0.039379817,1
0.039380006,1
0.039380495,1
0.03938113,1
0.03938121,1
0.039381396,1
0.039381433,1
0.03938181,1
0.03938192,1
0.03938196,1
0.03938226,1
0.03938241,1
0.039382707,3
0.039383426,1
0.03938361,1
0.039383646,1
0.039383873,1
0.039384365,1
0.0393844,1
0.039384812,1
0.039384965,1
0.03938523,1
0.039386015,1
0.039386466,1
0.03938654,1
0.03938669,1
0.039386764,1
0.03938703,1
0.039387107,1
0.03938722,1
0.039387405,3
0.039387554,1
0.039387703,1
0.039388005,1
0.039388046,1
0.03938808,2
0.03938812,1
0.039388157,1
0.039388195,1
0.03938838,1
0.039388604,1
0.039388716,1
0.039388943,1
0.039389394,1
0.039389506,1
0.03938985,1
0.03939037,2
0.03939056,1
0.03939112,1
0.039391458,1
0.039391533,2
0.039392438,1
0.039392665,1
0.0393927,1
0.03939274,1
0.039392997,1
0.039393187,1
0.039393224,1
0.039393637,1
0.039393753,1
0.03939383,1
0.039393865,1
0.039394617,1
0.03939518,1
0.039395366,1
0.03939544,1
0.039395817,1
0.039396267,2
0.039396383,1
0.039396722,1
0.03939676,1
0.039397247,1
0.03939736,2
0.039397433,1
0.03939755,1
0.039398745,1
0.039398823,1
0.039398972,1
0.03939905,1
0.039399426,1
0.0393998,1
0.039400026,1
0.039400324,1
0.039400402,1
0.039400514,1
0.03940055,1
0.03940059,1
0.039400924,1
0.039401304,1
0.03940134,1
0.03940164,1
0.039401904,1
0.039402205,1
0.039402243,1
0.03940236,1
0.039402504,1
0.039402995,1
0.03940318,1
0.039403554,1
0.03940367,1
0.039404348,1
0.03940438,1
0.03940476,1
0.039404985,1
0.039405588,1
0.039405663,1
0.039406262,1
0.03940641,1
0.039406486,1
0.039406903,1
0.039407052,1
0.03940709,1
0.039407276,1
0.039407313,1
0.03940754,1
0.03940769,1
0.039407916,1
0.03940825,1
0.039408516,1
0.039408553,1
0.039408896,1
0.039409045,1
0.039409228,1
0.039409608,1
0.03941051,1
0.03941062,1
0.039411068,1
0.03941126,1
0.03941194,1
0.039411973,1
0.03941201,1
0.039412238,1
0.039412312,1
0.039412577,1
0.039412837,1
0.03941288,1
0.039413135,1
0.03941325,1
0.039413817,1
0.039414078,1
0.039414342,1
0.039414644,1
0.03941468,1
0.039415017,1
0.039415054,1
0.03941509,1
0.039415956,1
0.039416857,1
0.0394175,1
0.039417874,1
0.03941795,1
0.039417986,1
0.0394181,1
0.039418213,1
0.03941825,1
0.03941885,1
0.03941904,1
0.039419115,1
0.03941934,1
0.039419416,1
0.039419565,1
0.039419714,1
0.03941975,1
0.039419826,1
0.03941998,1
0.03942028,1
0.03942148,1
0.039421856,1
0.039421972,1
0.039422046,1
0.039422084,1
0.03942306,1
0.03942336,1
0.039423473,1
0.039423738,1
0.039423928,1
0.039424155,2
0.039424337,1
0.039424602,1
0.03942464,1
0.039424792,1
0.039424904,1
0.039425205,2
0.039425354,1
0.03942539,1
0.03942558,1
0.039426442,1
0.039426483,1
0.039426632,1
0.039426822,1
0.039427046,1
0.039427124,1
0.03942731,1
0.039427344,1
0.039427496,1
0.039427537,1
0.039427612,1
0.03942799,1
0.039428025,1
0.039428063,1
0.039428663,1
0.03942874,1
0.039428815,1
0.03942934,2
0.039429527,1
0.039429676,1
0.039429754,1
0.039430168,1
0.03943081,1
0.039431594,1
0.039431635,1
0.039432008,1
0.039432272,1
0.03943231,1
0.039432574,1
0.03943284,1
0.039432872,1
0.03943291,1
0.03943302,1
0.03943344,1
0.03943389,1
0.039434303,1
0.039434377,1
0.03943494,1
0.03943498,1
0.039435167,1
0.039435543,1
0.03943566,1
0.039435767,1
0.039435882,1
0.039435957,1
0.039435994,1
0.039436143,1
0.03943637,1
0.039436895,1
0.03943701,1
0.039437085,1
0.039437238,1
0.039437387,1
0.03943825,1
0.039438557,1
0.03943874,1
0.039438814,1
0.03943893,1
0.039439004,1
0.039439492,1
0.03943953,1
0.039439604,1
0.039439756,1
0.03943987,1
0.03944036,1
0.039440397,1
0.0394413,2
0.039441377,1
0.039441448,1
0.03944205,1
0.03944228,1
0.039442614,1
0.039442725,1
0.03944284,1
0.039443027,1
0.0394434,1
0.03944344,1
0.03944359,1
0.039443854,1
0.039444305,2
0.03944449,1
0.039444685,1
0.03944476,1
0.039444834,1
0.039444946,1
0.03944589,1
0.039446037,1
0.039446376,1
0.0394469,1
0.039447125,1
0.039447617,1
0.03944773,1
0.039447803,1
0.039448444,1
0.039448556,1
0.039448783,1
0.039448895,2
0.039448936,1
0.039448973,1
0.039449044,1
0.039449118,1
0.039449345,1
0.039450284,1
0.03945078,1
0.03945119,1
0.039451454,1
0.039451644,1
0.0394519,1
0.03945194,1
0.03945247,1
0.03945262,1
0.039452735,1
0.039452773,1
0.039452806,1
0.039453033,1
0.03945341,1
0.03945352,1
0.039453898,1
0.03945431,1
0.039454613,1
0.039454874,1
0.039455142,1
0.039455403,1
0.03945563,1
0.039455663,1
0.03945589,1
0.039456043,1
0.039456382,2
0.03945687,1
0.039456982,1
0.039457057,1
0.039457437,1
0.039457474,1
0.03945755,1
0.039457735,1
0.039458036,1
0.039458115,1
0.0394583,1
0.03945845,1
0.039458524,1
0.0394586,1
0.039459016,1
0.039459165,1
0.03945924,1
0.039459504,1
0.03945969,1
0.039459843,1
0.03946007,1
0.039460298,1
0.039460443,1
0.03946067,1
0.039460897,1
0.039461274,1
0.039461534,1
0.03946161,1
0.0394618,1
0.039461836,1
0.03946229,2
0.03946297,1
0.039463907,1
0.039464433,1
0.03946447,1
0.039464507,1
0.03946477,1
0.039465297,1
0.039465338,1
0.039466128,1
0.039466202,1
0.039466277,1
0.03946639,2
0.039466504,1
0.03946703,1
0.03946714,1
0.03946718,1
0.039467406,1
0.03946756,2
0.039467596,1
0.039468043,1
0.039468233,1
0.039468423,1
0.039468497,1
0.039468724,1
0.039468985,1
0.039469212,1
0.039469287,1
0.039469365,1
0.039470114,1
0.03947023,1
0.039470267,1
0.03947034,1
0.039470606,1
0.039470904,1
0.039471094,1
0.039471544,1
0.03947166,1
0.039471958,2
0.039472148,2
0.039472222,1
0.039472334,1
0.039472524,2
0.03947279,1
0.0394729,1
0.03947328,1
0.039473694,1
0.039474294,1
0.039474446,1
0.039475273,1
0.0394755,1
0.03947648,1
0.039477568,1
0.039478246,1
0.039478283,1
0.039478734,1
0.03947919,1
0.039479226,2
0.039479263,1
0.039479375,1
0.03947956,1
0.03947979,1
0.03947998,1
0.03948013,1
0.03948054,1
0.03948058,1
0.039480843,1
0.039480884,1
0.039481033,1
0.03948107,1
0.039481144,1
0.039481185,1
0.039481297,1
0.03948137,1
0.03948152,1
0.039481975,1
0.0394822,1
0.03948224,1
0.03948227,1
0.039482538,1
0.039482802,1
0.039484303,1
0.03948453,1
0.03948476,1
0.039485134,1
0.03948525,2
0.0394854,1
0.039485473,1
0.03948551,1
0.039485585,1
0.039486002,1
0.03948668,1
0.03948728,1
0.039487697,1
0.03948781,1
0.039487995,1
0.039488222,1
0.03948837,1
0.039488565,1
0.039488714,1
0.039488826,1
0.03948905,1
0.039489087,1
0.039489128,1
0.03948916,2
0.039489314,1
0.039489955,1
0.039489992,1
0.039490215,1
0.03949033,1
0.039490405,1
0.03949075,2
0.039491046,2
0.039491836,1
0.03949199,1
0.039492328,1
0.039492816,1
0.03949327,2
0.039493535,1
0.039494134,1
0.039494548,1
0.039494928,1
0.03949496,1
0.039495602,1
0.03949583,1
0.039495867,1
0.03949594,1
0.039496016,1
0.039496206,1
0.039496247,1
0.03949632,1
0.039496504,1
0.039496884,1
0.03949726,1
0.039497484,1
0.039497524,1
0.039497674,1
0.039497938,1
0.03949828,1
0.039498314,1
0.0394985,1
0.039498728,2
0.03949888,3
0.039499298,1
0.039499406,1
0.039499443,1
0.039499596,1
0.039499935,1
0.039499972,1
0.039500125,1
0.039500237,1
0.03950046,1
0.039500497,1
0.03950084,2
0.039501067,1
0.039501216,1
0.03950163,2
0.039501667,1
0.03950182,1
0.03950216,1
0.039502308,1
0.03950253,2
0.039502837,1
0.03950321,2
0.039503474,1
0.039504644,1
0.039505206,1
0.039505623,1
0.039505813,1
0.039505962,1
0.039506227,1
0.039507356,1
0.039507393,1
0.039508183,1
0.039508447,1
0.0395086,1
0.03950871,2
0.039509125,1
0.039509162,1
0.039509315,1
0.039509542,1
0.039509617,1
0.039509993,1
0.03951003,1
0.039510597,1
0.03951067,1
0.03951082,1
0.039510973,1
0.039511006,1
0.039511047,1
0.03951112,1
0.03951127,1
0.03951135,1
0.039511725,1
0.03951229,1
0.03951233,1
0.039512515,2
0.03951308,1
0.03951316,1
0.039513346,1
0.039513458,1
0.039513834,1
0.039514177,1
0.03951474,1
0.039515004,1
0.03951523,1
0.039515268,1
0.039516285,1
0.039516363,1
0.03951666,1
0.03951685,1
0.03951704,1
0.039517228,1
0.03951738,2
0.039517414,1
0.039517716,1
0.039517827,2
0.039518505,1
0.039518733,1
0.039518885,1
0.039519638,1
0.039520055,1
0.039520204,1
0.039520465,1
0.039521147,1
0.039521333,1
0.039521523,1
0.0395219,2
0.039522618,1
0.03952356,1
0.039523594,1
0.039523933,1
0.039524198,1
0.039524347,1
0.039524578,1
0.039524764,1
0.03952514,1
0.03952552,1
0.039525595,1
0.03952567,1
0.039525818,1
0.039526004,1
0.039526157,1
0.039526306,1
0.03952646,1
0.039527062,1
0.0395274,1
0.03952748,1
0.03952759,1
0.039527856,1
0.039528005,1
0.039528117,1
0.039528646,1
0.03952876,1
0.03952883,1
0.03952887,1
0.03953015,1
0.039530605,1
0.03953079,1
0.039530944,1
0.03953106,1
0.039531093,1
0.039531436,1
0.039531514,1
0.03953166,2
0.039532267,1
0.0395326,1
0.03953313,1
0.03953366,2
0.039533768,1
0.039534073,1
0.03953419,1
0.039534263,1
0.03953517,1
0.039535206,1
0.039535318,1
0.039535657,1
0.039536107,1
0.03953634,1
0.03953656,1
0.039536826,1
0.039536938,1
0.039537426,1
0.039537467,1
0.039537843,2
0.03953886,1
0.039538898,1
0.039538976,1
0.03953924,1
0.039539766,2
0.03953984,1
0.03954037,1
0.039540634,1
0.03954075,1
0.039541233,1
0.039541386,1
0.039541613,1
0.03954165,1
0.03954203,1
0.039542142,1
0.039542217,1
0.03954233,1
0.039542407,1
0.039542597,1
0.039542705,1
0.039542895,1
0.03954301,1
0.03954316,1
0.03954331,1
0.039543346,1
0.03954346,1
0.039543763,1
0.039544024,1
0.039544255,2
0.03954444,1
0.039544553,1
0.039544594,1
0.039544784,1
0.039545156,1
0.03954561,1
0.0395458,1
0.039546136,1
0.039546214,1
0.039546363,1
0.03954659,2
0.03954678,1
0.039547004,1
0.039547194,1
0.03954742,2
0.0395475,1
0.03954787,1
0.03954806,1
0.039548516,1
0.039548706,1
0.03954874,2
0.039548926,1
0.03954904,1
0.039549533,1
0.039549906,1
0.03955006,1
0.039550323,1
0.0395504,1
0.039550513,1
0.0395507,2
0.039551493,1
0.03955164,1
0.039551944,1
0.039552514,1
0.039552886,1
0.039552964,1
0.039553456,1
0.039553493,1
0.039553527,1
0.0395536,1
0.03955398,1
0.039554056,1
0.039555527,1
0.039555945,1
0.03955602,1
0.03955621,1
0.039556433,1
0.039556544,1
0.039556775,2
0.03955749,1
0.039557602,1
0.03955764,1
0.03955821,1
0.03955836,1
0.03955934,1
0.039559487,1
0.03955994,1
0.039560016,1
0.039560094,1
0.039560355,1
0.03956062,2
0.039560657,1
0.03956081,1
0.039561074,1
0.039561335,2
0.039561413,1
0.039561715,1
0.039561905,1
0.039561942,1
0.039562203,1
0.03956224,1
0.039562393,1
0.039562583,1
0.039562736,1
0.039563674,1
0.039563753,2
0.039564125,2
0.03956492,1
0.0395653,1
0.039565373,1
0.03956541,1
0.039565716,1
0.03956586,1
0.039565902,1
0.039565977,1
0.039566167,1
0.03956647,1
0.03956658,1
0.03956692,2
0.039567035,1
0.03956722,1
0.039567374,1
0.03956741,1
0.039567977,1
0.039568014,1
0.03956805,1
0.03956824,1
0.039568804,1
0.03956911,1
0.03956949,1
0.039569825,1
0.039569862,1
0.039570354,1
0.039570432,1
0.03957073,1
0.0395716,1
0.039572127,1
0.039572243,1
0.039572615,1
0.0395733,1
0.039573636,1
0.039574128,1
0.039574243,1
0.039574355,1
0.039574504,1
0.039574657,1
0.039574694,1
0.03957473,1
0.03957526,1
0.039576504,1
0.03957662,1
0.039576694,1
0.039576806,1
0.039577257,1
0.03957756,2
0.039577715,1
0.03957824,1
0.039578654,1
0.039578885,1
0.039579,1
0.039579183,1
0.03957926,1
0.039579336,1
0.039579447,1
0.0395796,1
0.039579637,1
0.03957998,1
0.039580468,1
0.039580505,1
0.039580807,1
0.039581336,1
0.039581943,1
0.039582204,2
0.039583225,1
0.039583374,1
0.039583523,1
0.0395836,1
0.03958413,1
0.039584316,1
0.03958485,1
0.03958503,1
0.039585263,1
0.039585337,1
0.039585453,1
0.039585486,1
0.039585862,1
0.039585937,1
0.039586205,2
0.039586697,1
0.039586738,1
0.039587185,1
0.03958768,1
0.03958779,4
0.039587867,1
0.0395879,1
0.03958817,1
0.03958828,1
0.039588396,1
0.039588433,1
0.039589036,1
0.03958911,1
0.03958915,1
0.039589338,1
0.039589565,1
0.039589867,1
0.03958998,1
0.039590243,1
0.039590318,1
0.039590396,1
0.039590582,1
0.03959119,2
0.03959134,1
0.039591417,1
0.039591525,1
0.039592132,1
0.03959217,1
0.039592322,1
0.039593037,1
0.039593227,1
0.039593752,1
0.039593793,2
0.039594095,1
0.039594132,1
0.039594397,1
0.039594546,1
0.03959462,1
0.03959481,1
0.039595153,1
0.039595414,2
0.039595492,1
0.039595604,1
0.039595757,1
0.03959606,1
0.03959625,1
0.03959651,1
0.03959655,1
0.039596926,1
0.039596964,1
0.039597042,1
0.03959719,1
0.039597265,1
0.039597303,1
0.03959764,1
0.039597873,1
0.03959836,1
0.039598588,1
0.039599113,1
0.03959919,1
0.039599873,1
0.039600246,1
0.039600436,1
0.039600477,1
0.03960097,1
0.03960104,2
0.03960127,1
0.039601304,1
0.039602023,1
0.03960236,1
0.039602857,1
0.03960327,1
0.03960384,1
0.039604176,1
0.039604403,1
0.039604742,1
0.039605383,1
0.039605573,1
0.039605875,1
0.0396061,1
0.039606217,1
0.03960652,1
0.03960663,1
0.03960667,1
0.039607085,1
0.039607916,1
0.039608523,1
0.03960871,2
0.039608743,2
0.039608974,1
0.03960905,1
0.03960916,1
0.039609313,1
0.039610445,1
0.039610483,1
0.03961071,1
0.039611164,1
0.039611313,1
0.039611354,1
0.03961139,1
0.03961143,1
0.039611768,1
0.039611842,1
0.03961199,1
0.039612032,2
0.03961207,1
0.039612222,1
0.039612375,1
0.03961241,1
0.039613128,1
0.03961335,1
0.039613504,1
0.03961354,1
0.03961358,1
0.039614297,1
0.039614335,1
0.0396149,1
0.03961509,1
0.03961532,1
0.039615393,1
0.039615884,1
0.03961611,2
0.03961626,2
0.039616603,1
0.039616678,2
0.039617058,1
0.039617132,1
0.039617397,3
0.03961781,1
0.03961785,1
0.039617963,1
0.03961815,1
0.039618604,1
0.039619323,1
0.03962019,1
0.03962057,1
0.039620984,1
0.03962106,1
0.039621286,1
0.03962155,1
0.039621588,1
0.03962174,1
0.03962246,1
0.039622534,1
0.03962265,1
0.03962306,1
0.0396231,1
0.039623212,1
0.039623328,1
0.039623555,1
0.03962469,1
0.03962518,1
0.039625328,1
0.03962537,1
0.03962548,2
0.039625857,2
0.03962593,1
0.039625973,2
0.039626274,1
0.03962631,2
0.039626427,1
0.039626878,1
0.03962722,1
0.039627448,1
0.039627783,1
0.039628126,1
0.039628275,1
0.03962839,1
0.039628614,1
0.03962873,2
0.039628804,1
0.039628956,1
0.03962911,1
0.03962945,2
0.03962964,1
0.03962975,1
0.039629787,1
0.03962986,2
0.039630394,1
0.039630882,1
0.039631262,1
0.03963164,1
0.039631676,1
0.03963194,1
0.03963221,1
0.03963251,1
0.0396327,1
0.039633077,1
0.03963315,1
0.039633267,1
0.039633304,1
0.039633453,1
0.039633907,1
0.03963504,1
0.039635196,1
0.039635457,1
0.039635494,1
0.03963553,1
0.039635647,1
0.039635684,1
0.03963576,1
0.0396358,1
0.03963591,1
0.039636023,1
0.03963621,1
0.039636325,1
0.039636817,1
0.039636858,1
0.039637346,1
0.03963761,1
0.039637912,1
0.039638028,1
0.039638214,1
0.039638367,1
0.039638516,1
0.03963863,1
0.039638672,1
0.039638747,1
0.039638784,1
0.03963882,1
0.0396389,1
0.03963916,1
0.039639503,1
0.039639805,1
0.039639954,1
0.03963999,1
0.03964018,1
0.039640255,1
0.039640788,1
0.03964105,1
0.0396412,1
0.03964139,1
0.039642144,1
0.039642185,1
0.03964328,1
0.039644375,1
0.03964468,2
0.039644793,2
0.0396454,1
0.03964574,1
0.03964585,1
0.039645888,2
0.039646003,1
0.039646305,1
0.03964638,1
0.03964642,1
0.039646603,1
0.03964668,2
0.039647516,1
0.039648045,1
0.039648157,1
0.03964876,1
0.039648876,1
0.039648913,1
0.03964948,1
0.039649516,1
0.039649595,1
0.039650314,1
0.039650615,1
0.039650954,1
0.03965118,1
0.039652012,1
0.039652884,1
0.039653,1
0.039653223,1
0.039653715,1
0.039653867,1
0.039653905,1
0.03965402,1
0.03965606,1
0.039656438,1
0.039656512,1
0.03965659,1
0.039656665,1
0.039656702,1
0.039656855,1
0.03965799,1
0.039659236,1
0.03965931,1
0.03965939,1
0.03965958,1
0.039659914,1
0.03965995,1
0.039660446,1
0.039660484,1
0.0396606,1
0.039660748,1
0.039660938,1
0.039661013,1
0.03966116,1
0.03966264,1
0.039662678,1
0.039662864,1
0.03966298,1
0.039663095,1
0.039663322,1
0.039663773,1
0.039664343,1
0.039664418,1
0.03966446,1
0.03966457,1
0.039664682,1
0.039664872,1
0.0396651,1
0.039665136,1
0.03966548,1
0.03966559,1
0.039666157,1
0.039666347,1
0.039666537,1
0.03966657,2
0.039666608,1
0.039666682,1
0.03966676,1
0.039667483,1
0.03966763,1
0.039667744,1
0.03966778,1
0.03966797,1
0.039668012,1
0.039668355,1
0.03966843,1
0.039668538,1
0.039668612,1
0.03966869,1
0.03966907,1
0.039669376,1
0.03966952,1
0.039670054,1
0.039670132,1
0.03967032,1
0.039670773,1
0.039671037,1
0.03967111,1
0.039671265,1
0.03967149,2
0.03967247,1
0.03967304,1
0.039673645,1
0.03967384,1
0.03967395,1
0.039673988,1
0.039674062,1
0.039674364,1
0.039674442,1
0.03967467,1
0.03967497,1
0.039675232,1
0.039675273,1
0.039675765,1
0.039675802,1
0.039675917,1
0.039676484,1
0.039676636,1
0.039676674,1
0.03967762,1
0.039677996,1
0.039678413,1
0.039678868,1
0.03967917,1
0.03967955,1
0.03967974,1
0.03968,1
0.03968008,1
0.03968023,1
0.039680533,1
0.039680794,1
0.0396811,1
0.03968121,1
0.039681405,1
0.039681744,1
0.039682046,1
0.03968261,1
0.039682724,1
0.039682917,1
0.039683294,1
0.039683368,1
0.03968341,1
0.0396836,1
0.039683785,1
0.039683975,1
0.039684694,1
0.039686322,1
0.0396867,1
0.03968685,1
0.039687004,1
0.03968727,1
0.039687794,1
0.039688475,1
0.03968863,1
0.03968886,1
0.039688893,1
0.03968916,1
0.039689235,1
0.039690483,1
0.039690863,1
0.039690975,1
0.039691314,1
0.03969162,1
0.03969173,1
0.03969291,1
0.039693285,1
0.039693855,2
0.039694004,1
0.03969438,1
0.03969461,1
0.03969484,1
0.039694875,1
0.03969548,1
0.03969567,1
0.039695747,1
0.03969616,1
0.039696388,1
0.03969654,1
0.039696846,1
0.039697107,1
0.03969726,1
0.03969764,1
0.03969836,1
0.039698433,2
0.039699,1
0.039699074,1
0.039699454,1
0.03969957,1
0.039699644,1
0.03969976,1
0.03970048,1
0.039700966,2
0.039701194,1
0.03970146,1
0.039701503,2
0.039702103,1
0.03970252,1
0.03970256,1
0.039702937,1
0.039702974,1
0.039703317,1
0.03970343,2
0.039703507,1
0.03970392,1
0.039704185,1
0.039704263,1
0.03970464,1
0.039705135,1
0.03970521,1
0.039705478,1
0.039705586,1
0.039705623,1
0.03970566,1
0.039705817,1
0.039706457,1
0.039706532,1
0.039706875,1
0.03970718,1
0.03970744,1
0.039707594,1
0.039707784,1
0.03970801,1
0.0397082,1
0.03970964,1
0.039709754,1
0.03971017,1
0.039711457,1
0.03971176,1
0.039712142,1
0.03971244,1
0.03971301,1
0.039713196,1
0.039713502,1
0.039713576,1
0.03971365,1
0.039714105,1
0.039714143,1
0.039714184,1
0.039714217,1
0.039714295,2
0.039714333,1
0.039714485,1
0.039714865,1
0.039715126,1
0.039715204,1
0.039715663,1
0.039715774,1
0.03971589,1
0.039715927,1
0.039716035,1
0.03971615,1
0.039716266,2
0.0397168,1
0.039717287,2
0.039717514,1
0.039718047,1
0.039718274,1
0.03971839,1
0.03971854,1
0.03971869,1
0.03971884,1
0.039719485,1
0.039719526,1
0.039719712,1
0.039720014,1
0.039720394,1
0.03972051,1
0.039721113,1
0.03972123,1
0.03972142,1
0.03972168,1
0.03972172,1
0.039721753,1
0.039721794,1
0.039722096,1
0.039722554,1
0.03972274,1
0.039722893,1
0.039723083,1
0.039723463,1
0.03972403,1
0.039724182,1
0.03972426,1
0.039724335,1
0.039724447,1
0.039725017,1
0.039725468,1
0.039725658,1
0.03972672,1
0.039727397,1
0.039727475,2
0.03972755,1
0.03972759,1
0.039727855,2
0.03972816,1
0.039728347,2
0.039728727,1
0.039728764,1
0.039729636,1
0.039730314,1
0.039730698,1
0.039730735,1
0.039731003,1
0.03973149,1
0.03973157,1
0.039731644,1
0.039731946,1
0.039732095,1
0.0397324,1
0.03973259,1
0.039732706,1
0.039732743,1
0.039732896,1
0.039733008,1
0.039733235,1
0.03973354,2
0.039733805,1
0.039734144,1
0.039734334,1
0.039734602,1
0.03973494,1
0.03973517,1
0.039735354,1
0.039735433,1
0.039735623,1
0.039736226,2
0.039736304,1
0.039736416,1
0.039736494,1
0.03973657,1
0.03973672,1
0.039737478,1
0.039737932,1
0.039738275,1
0.039738424,1
0.039738502,1
0.03973854,1
0.039738994,1
0.039740775,1
0.039740924,1
0.039741155,1
0.039741192,1
0.039742973,1
0.03974305,1
0.039743353,2
0.0397435,1
0.039743807,1
0.03974392,1
0.03974396,2
0.039744034,2
0.039744224,1
0.03974426,1
0.039744377,1
0.039745096,1
0.03974574,1
0.039745893,1
0.039748166,2
0.03974919,1
0.039749872,1
0.039750025,1
0.03975017,1
0.03975021,1
0.039750285,1
0.039750893,1
0.03975105,1
0.039751384,1
0.039751537,1
0.039751958,1
0.039752256,1
0.039752297,1
0.03975237,1
0.039752867,1
0.03975298,1
0.03975309,2
0.039753854,1
0.03975419,1
0.039754573,2
0.039755445,1
0.03975692,1
0.03975711,1
0.03975757,1
0.039757792,1
0.039757945,1
0.0397587,1
0.03975893,1
0.039759196,1
0.03975954,1
0.03976018,1
0.03976181,1
0.039761923,1
0.03976204,1
0.03976227,1
0.03976329,2
0.039763443,1
0.039763514,1
0.039763555,1
0.03976363,1
0.03976439,2
0.039764464,1
0.039764732,1
0.03976515,1
0.039765567,1
0.03976659,2
0.039766625,1
0.039766703,1
0.03976674,1
0.03976682,1
0.039767083,1
0.03976769,1
0.039767727,1
0.03976807,1
0.03976837,1
0.03976856,1
0.039768673,1
0.03976879,1
0.039768867,1
0.039768904,1
0.03976894,2
0.03976913,1
0.039769243,1
0.03976974,1
0.039769776,2
0.039769813,1
0.039769854,1
0.039769888,1
0.039770342,1
0.03977038,1
0.039770458,1
0.03977061,1
0.039770726,1
0.03977133,1
0.039771598,1
0.03977175,1
0.0397719,1
0.039772507,1
0.039774057,1
0.039774098,1
0.03977421,1
0.039774667,1
0.039774783,1
0.039774854,1
0.039774932,1
0.039775196,1
0.03977592,1
0.039776415,1
0.03977679,1
0.039776903,1
0.039776944,1
0.039777055,1
0.039777093,1
0.039777666,1
0.03977789,1
0.039778117,1
0.039778195,2
0.039778613,1
0.039778687,1
0.039778877,1
0.03977967,1
0.039780397,1
0.03978047,1
0.03978062,1
0.039780926,1
0.039781872,1
0.039782215,1
0.039782252,1
0.039782822,1
0.03978419,1
0.039784677,1
0.039784987,1
0.039785024,1
0.0397851,1
0.03978514,1
0.039785177,1
0.039785475,1
0.039785516,1
0.039786346,1
0.039786424,1
0.03978673,1
0.03978722,1
0.039787564,1
0.03978897,1
0.039789155,1
0.039789535,1
0.039789844,1
0.039789878,1
0.039789956,1
0.03979003,1
0.039791018,1
0.03979155,1
0.039791852,1
0.039792344,1
0.039792422,1
0.03979246,1
0.039792728,1
0.03979295,1
0.03979337,1
0.039793484,1
0.039793827,1
0.039794166,1
0.039794583,1
0.039795265,1
0.03979538,1
0.039795686,1
0.0397961,1
0.039796293,1
0.039796785,1
0.03979705,1
0.03979739,1
0.039797623,1
0.039798,1
0.03979895,1
0.039799973,1
0.03980016,1
0.039800882,1
0.039800957,1
0.039801035,1
0.039801188,3
0.039801225,1
0.039801262,1
0.039801303,1
0.03980179,1
0.039801832,1
0.039801907,2
0.039802138,1
0.039802667,1
0.039802704,1
0.039802857,1
0.039803047,1
0.039803386,2
0.039803766,1
0.03980388,1
0.03980415,1
0.039804183,1
0.0398046,1
0.039804753,1
0.039805282,1
0.03980623,1
0.039806996,1
0.03980722,1
0.03980798,1
0.03980855,1
0.03980859,1
0.03980912,1
0.03980923,1
0.039809536,1
0.03980965,1
0.039809804,1
0.039810292,1
0.039810754,1
0.03981109,1
0.03981132,1
0.039811358,1
0.039811436,1
0.039811473,1
0.039811548,1
0.039811924,2
0.039812155,1
0.039812498,1
0.039812576,1
0.039813027,1
0.039813753,1
0.039814167,1
0.03981432,1
0.039814625,1
0.03981489,1
0.039814923,1
0.039815,1
0.03981523,1
0.039815344,1
0.039815687,1
0.039815724,1
0.0398166,1
0.039816976,1
0.039817512,1
0.039818686,1
0.039818913,1
0.039819144,1
0.03981941,1
0.039819937,1
0.039820053,1
0.039820697,1
0.039820924,1
0.03982127,1
0.039821647,1
0.039821915,1
0.039822295,1
0.039822824,1
0.039823208,1
0.039823584,1
0.03982366,1
0.039825067,1
0.039825518,1
0.0398259,1
0.039826434,1
0.03982651,1
0.03982666,1
0.03982704,1
0.03982799,1
0.03982803,1
0.03982814,1
0.03982856,1
0.039828714,1
0.03982955,1
0.03982993,1
0.039830036,1
0.039830115,1
0.039830152,1
0.03983019,1
0.03983069,1
0.039830722,1
0.03983099,1
0.039831482,1
0.039831635,1
0.039831713,1
0.0398319,2
0.03983209,1
0.039832663,1
0.039833117,1
0.03983323,1
0.03983327,1
0.039833304,1
0.039833535,1
0.03983365,1
0.039833687,1
0.03983418,1
0.03983429,1
0.03983441,1
0.039834484,1
0.03983452,1
0.039834745,1
